region,subregion,updated_at,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,retail_and_recreation_not_enough_data,grocery_and_pharmacy_not_enough_data,parks_not_enough_data,transit_stations_not_enough_data,workplaces_not_enough_data,residential_not_enough_data
Missouri,Ray County,2020-04-05,-0.32,0.05,,,-0.24,0.07,,,True,True,,True
Missouri,Ripley County,2020-03-29,-0.05,-0.02,,,-0.28,,,True,True,True,True,True
Missouri,Ripley County,2020-04-05,-0.05,-0.02,,,-0.3,,,True,True,True,True,True
Missouri,Saline County,2020-03-29,-0.26,0.0,,,0.03,0.0,,,True,True,,True
Missouri,Saline County,2020-04-05,-0.3,0.01,,,-0.06,0.0,,,True,True,,True
Missouri,Schuyler County,2020-04-05,,,,,-0.31,,True,True,True,True,True,True
Missouri,Scott County,2020-03-29,-0.34,0.0,,-0.19,-0.21,0.11,,,True,True,,True
Missouri,Scott County,2020-04-05,-0.4,-0.04,,-0.12,-0.28,0.12,,,True,True,,True
Missouri,Shannon County,2020-03-29,,,,,-0.29,,True,True,True,True,True,True
Missouri,Shannon County,2020-04-05,,,,,-0.27,,True,True,True,True,True,True
Missouri,Shelby County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
Missouri,Shelby County,2020-04-05,,,,,-0.19,,True,True,True,True,True,True
Missouri,St. Charles County,2020-03-29,-0.45,-0.13,0.63,-0.16,-0.37,0.11,,,,,,
Missouri,St. Charles County,2020-04-05,-0.5,-0.1,-0.09,-0.26,-0.41,0.12,,,,,,
Missouri,St. Clair County,2020-03-29,-0.27,-0.04,,,-0.17,,True,True,True,True,True,True
Missouri,St. Clair County,2020-04-05,-0.14,0.08,,-0.25,-0.26,,True,True,True,True,True,True
Missouri,St. Francois County,2020-03-29,-0.26,0.03,-0.29,,-0.15,0.13,,,True,True,,True
Missouri,St. Francois County,2020-04-05,-0.43,-0.06,-0.29,,-0.24,0.15,,,True,True,,True
Missouri,St. Louis,2020-03-29,-0.52,-0.07,0.34,-0.35,-0.36,0.11,,,,,,
Missouri,St. Louis,2020-04-05,-0.58,-0.03,-0.48,-0.42,-0.4,0.12,,,,,,
Missouri,St. Louis County,2020-03-29,-0.45,-0.21,0.87,-0.59,-0.38,0.11,,,,,,
Missouri,St. Louis County,2020-04-05,-0.5,-0.17,-0.42,-0.65,-0.41,0.13,,,,,,
Missouri,Ste. Genevieve County,2020-03-29,-0.3,,,-0.03,-0.17,,,True,True,,,True
Missouri,Ste. Genevieve County,2020-04-05,-0.41,,,-0.15,-0.28,,,True,True,,,True
Missouri,Stoddard County,2020-03-29,-0.19,-0.05,,,-0.18,-0.02,,,True,True,,True
Missouri,Stoddard County,2020-04-05,-0.32,-0.02,,,-0.24,-0.02,,,True,True,,True
Missouri,Stone County,2020-03-29,-0.16,0.19,,,-0.39,0.09,,,True,True,,True
Missouri,Stone County,2020-04-05,-0.2,0.14,,,-0.41,0.09,,,True,True,,True
Missouri,Sullivan County,2020-03-29,,,,,-0.07,,True,True,True,True,True,True
Missouri,Sullivan County,2020-04-05,,,,,-0.11,,True,True,True,True,True,True
Missouri,Taney County,2020-03-29,-0.47,-0.07,0.41,,-0.49,0.13,,,,True,,
Missouri,Taney County,2020-04-05,-0.54,-0.02,-0.12,,-0.5,0.16,,,,True,,True
Missouri,Texas County,2020-03-29,-0.21,0.13,,,-0.23,,,,True,True,,True
Missouri,Texas County,2020-04-05,-0.76,0.97,,,-0.23,,,,True,True,,True
Missouri,Vernon County,2020-03-29,-0.21,0.13,,-0.24,-0.14,,,,True,True,,True
Missouri,Vernon County,2020-04-05,-0.35,0.06,,-0.29,-0.24,,,,True,True,,True
Missouri,Warren County,2020-03-29,-0.25,-0.05,,-0.04,-0.26,0.16,,,True,,,True
Missouri,Warren County,2020-04-05,-0.31,0.06,,-0.2,-0.32,0.16,,,True,,,True
Missouri,Washington County,2020-03-29,-0.09,-0.09,,,-0.14,,,True,True,True,,True
Missouri,Washington County,2020-04-05,-0.09,0.2,,,-0.13,,,True,True,True,,True
Missouri,Wayne County,2020-03-29,-0.21,0.06,,,-0.29,,True,,True,True,True,True
Missouri,Wayne County,2020-04-05,0.0,0.09,,,-0.29,,True,,True,True,True,True
Missouri,Webster County,2020-03-29,-0.01,-0.13,,-0.38,-0.31,0.16,,,True,True,,True
Missouri,Webster County,2020-04-05,-0.29,0.04,,-0.38,-0.34,0.14,,,True,True,,True
Missouri,Wright County,2020-03-29,-0.27,0.02,,,-0.19,,,,True,True,,True
Missouri,Wright County,2020-04-05,-0.35,0.23,,,-0.21,,,,True,True,,True
Moldova,,2020-03-29,-0.67,-0.44,-0.43,-0.68,-0.37,0.12,,,,,,
Moldova,,2020-04-05,-0.67,-0.43,-0.46,-0.67,-0.37,0.12,,,,,,
Mongolia,,2020-03-29,-0.16,0.05,0.05,-0.16,-0.02,0.02,,,,,,
Mongolia,,2020-04-05,-0.12,0.11,0.21,-0.1,-0.02,-0.01,,,,,,
Montana,,2020-03-29,-0.51,-0.25,0.28,-0.37,-0.37,0.1,,,,,,
Montana,,2020-04-05,-0.45,-0.17,0.23,-0.4,-0.36,0.09,,,,,,
Montana,Beaverhead County,2020-03-29,-0.31,-0.11,,,-0.31,,,,True,True,True,True
Montana,Beaverhead County,2020-04-05,-0.39,-0.2,,,-0.31,,,,True,True,True,True
Montana,Big Horn County,2020-03-29,-0.51,-0.07,,-0.13,-0.28,,True,True,True,,True,True
Montana,Big Horn County,2020-04-05,-0.31,-0.07,,-0.19,-0.31,,True,True,True,,True,True
Montana,Blaine County,2020-03-29,,,,,-0.41,,True,True,True,True,True,True
Montana,Blaine County,2020-04-05,,,,,-0.46,,True,True,True,True,True,True
Montana,Broadwater County,2020-03-29,-0.62,-0.03,,,-0.33,,True,,True,True,True,True
Montana,Broadwater County,2020-04-05,-0.67,-0.05,,,-0.41,,True,,True,True,True,True
Montana,Carbon County,2020-03-29,-0.63,-0.3,,,-0.45,,True,True,True,True,True,True
Montana,Carbon County,2020-04-05,-0.61,-0.21,,,-0.47,,True,True,True,True,True,True
Montana,Cascade County,2020-03-29,-0.48,-0.26,-0.22,-0.7,-0.32,0.12,,,True,True,,
Montana,Cascade County,2020-04-05,-0.37,-0.14,-0.28,-0.6,-0.32,0.11,,,True,True,,
Montana,Custer County,2020-03-29,-0.48,,,,-0.28,,,True,True,True,True,True
Montana,Custer County,2020-04-05,-0.35,,,,-0.31,,,True,True,True,True,True
Montana,Dawson County,2020-03-29,-0.6,-0.07,,,-0.23,,True,True,True,True,True,True
Montana,Dawson County,2020-04-05,-0.6,-0.02,,,-0.32,,,True,True,True,True,True
Montana,Deer Lodge County,2020-03-29,-0.57,-0.26,,,-0.31,,True,True,True,True,True,True
Montana,Deer Lodge County,2020-04-05,-0.51,-0.12,,,-0.37,,True,True,True,True,True,True
Montana,Fergus County,2020-03-29,-0.45,-0.31,,,-0.32,,True,,True,True,True,True
Montana,Fergus County,2020-04-05,-0.38,-0.22,,,-0.26,,True,,True,True,True,True
Montana,Flathead County,2020-03-29,-0.53,-0.29,-0.35,-0.5,-0.42,0.1,,,,,,
Montana,Flathead County,2020-04-05,-0.48,-0.27,-0.44,-0.46,-0.41,0.1,,,,,,
Montana,Gallatin County,2020-03-29,-0.63,-0.39,0.61,-0.66,-0.51,0.12,,,,,,
Montana,Gallatin County,2020-04-05,-0.57,-0.34,0.39,-0.67,-0.5,0.12,,,,,,
Montana,Glacier County,2020-03-29,-0.71,-0.28,,,-0.45,,True,,True,True,True,True
Montana,Glacier County,2020-04-05,-0.59,-0.17,,,-0.49,,True,,True,True,True,True
Montana,Hill County,2020-03-29,-0.42,-0.04,,,-0.24,,,,True,True,,True
Montana,Hill County,2020-04-05,-0.32,0.04,,,-0.3,,,,True,True,,True
Montana,Jefferson County,2020-03-29,-0.69,,,,-0.36,,True,True,True,True,True,True
Montana,Jefferson County,2020-04-05,-0.64,,,,-0.45,,True,True,True,True,True,True
Montana,Lake County,2020-03-29,-0.41,-0.22,,,-0.31,0.01,,,True,True,,True
Montana,Lake County,2020-04-05,-0.26,-0.09,,,-0.33,0.01,,,True,True,,True
Montana,Lewis and Clark County,2020-03-29,-0.51,-0.34,0.19,,-0.37,0.18,,,True,True,,True
Montana,Lewis and Clark County,2020-04-05,-0.41,-0.21,0.23,,-0.39,0.21,,,True,True,,True
Montana,Lincoln County,2020-03-29,-0.79,-0.29,,,-0.38,,,,True,True,,True
Montana,Lincoln County,2020-04-05,-0.81,-0.18,,,-0.43,,,,True,True,,True
Montana,Madison County,2020-03-29,-1.0,,-0.42,,-0.44,,,True,True,True,True,True
Montana,Madison County,2020-04-05,-1.0,,-0.47,,-0.41,,,True,True,True,True,True
Montana,Mineral County,2020-03-29,,-0.54,,,-0.38,,True,True,True,True,True,True
Montana,Mineral County,2020-04-05,,-0.61,,,-0.38,,True,True,True,True,True,True
Montana,Missoula County,2020-03-29,-0.55,-0.3,0.31,-0.28,-0.36,0.11,,,,,,
Montana,Missoula County,2020-04-05,-0.49,-0.18,0.59,-0.3,-0.37,0.1,,,,,,
Montana,Park County,2020-03-29,-0.54,-0.29,,,-0.44,,,,True,True,,True
Montana,Park County,2020-04-05,-0.49,-0.16,,,-0.43,,,,True,True,,True
Montana,Pondera County,2020-03-29,-0.53,,,,,,True,True,True,True,True,True
Montana,Pondera County,2020-04-05,-0.56,,,,,,True,True,True,True,True,True
Montana,Powell County,2020-03-29,,,,,-0.3,,True,True,True,True,True,True
Montana,Powell County,2020-04-05,,,,,-0.42,,True,True,True,True,True,True
Montana,Ravalli County,2020-03-29,-0.49,-0.2,,,-0.39,0.11,,,True,True,,True
Montana,Ravalli County,2020-04-05,-0.4,-0.08,,,-0.31,0.14,,,True,True,,True
Montana,Richland County,2020-03-29,-0.36,-0.22,,,-0.41,,,,True,True,True,True
Montana,Richland County,2020-04-05,-0.43,-0.15,,,-0.35,,,,True,True,True,True
Montana,Roosevelt County,2020-03-29,-0.25,-0.2,,,-0.42,,True,True,True,True,True,True
Montana,Roosevelt County,2020-04-05,-0.2,-0.2,,,-0.42,,True,True,True,True,True,True
Montana,Rosebud County,2020-03-29,,,,,-0.3,,True,True,True,True,True,True
Montana,Rosebud County,2020-04-05,,,,,-0.32,,True,True,True,True,True,True
Montana,Sanders County,2020-03-29,-0.62,-0.27,,,-0.36,,True,True,True,True,True,True
Montana,Sanders County,2020-04-05,-0.6,-0.24,,,-0.39,,True,True,True,True,True,True
Montana,Silver Bow County,2020-03-29,-0.45,-0.15,,-0.2,-0.37,0.13,,,True,,,True
Montana,Silver Bow County,2020-04-05,-0.41,0.03,,-0.25,-0.33,0.16,,,True,,,True
Montana,Stillwater County,2020-03-29,-0.47,,,-0.04,-0.33,,True,True,True,True,True,True
Montana,Stillwater County,2020-04-05,-0.47,,,-0.09,-0.33,,True,True,True,True,True,True
Montana,Teton County,2020-03-29,,,,,-0.38,,True,True,True,True,True,True
Montana,Teton County,2020-04-05,,,,,-0.42,,True,True,True,True,True,True
Montana,Valley County,2020-03-29,-0.64,,,,-0.28,,True,True,True,True,True,True
Montana,Valley County,2020-04-05,-0.68,,,,-0.35,,True,True,True,True,True,True
Montana,Yellowstone County,2020-03-29,-0.49,-0.21,1.14,-0.45,-0.32,0.08,,,,,,
Montana,Yellowstone County,2020-04-05,-0.43,-0.08,1.0,-0.58,-0.3,0.08,,,,,,
Mozambique,,2020-03-29,-0.26,-0.13,-0.22,-0.29,0.01,0.1,,,,,,
Mozambique,,2020-04-05,-0.32,-0.17,-0.29,-0.34,-0.02,0.12,,,,,,
Myanmar (Burma),,2020-03-29,-0.46,-0.29,-0.19,-0.35,-0.1,0.12,,,,,,
Myanmar (Burma),,2020-04-05,-0.51,-0.29,-0.2,-0.41,-0.19,0.13,,,,,,
Namibia,,2020-03-29,-0.56,-0.42,-0.39,-0.74,-0.28,0.16,,,,,,
Namibia,,2020-04-05,-0.56,-0.42,-0.36,-0.75,-0.3,0.15,,,,,,
Nebraska,,2020-03-29,-0.34,-0.09,1.09,-0.18,-0.24,0.08,,,,,,
Nebraska,,2020-04-05,-0.4,-0.08,0.56,-0.25,-0.27,0.09,,,,,,
Nebraska,Adams County,2020-03-29,-0.24,-0.14,,,-0.18,0.13,,,True,True,,True
Nebraska,Adams County,2020-04-05,-0.37,-0.09,,,-0.26,0.17,,,True,True,,True
Nebraska,Antelope County,2020-04-05,,,,,-0.26,,True,True,True,True,True,True
Nebraska,Box Butte County,2020-03-29,-0.2,-0.07,,,-0.14,,,,True,True,True,True
Nebraska,Box Butte County,2020-04-05,-0.28,-0.02,,,-0.09,,,,True,True,True,True
Nebraska,Buffalo County,2020-03-29,-0.39,-0.16,,-0.03,-0.28,0.17,,,True,,,True
Nebraska,Buffalo County,2020-04-05,-0.47,-0.17,,-0.17,-0.3,0.19,,,True,,,True
Nebraska,Burt County,2020-03-29,-0.58,,,,-0.18,,True,True,True,True,True,True
Nebraska,Burt County,2020-04-05,-0.58,,,,-0.27,,True,True,True,True,True,True
Nebraska,Butler County,2020-03-29,-0.53,,,,-0.19,,True,True,True,True,True,True
Nebraska,Butler County,2020-04-05,-0.55,,,,-0.3,,True,True,True,True,True,True
Nebraska,Cass County,2020-03-29,-0.33,,-0.63,,-0.28,0.12,,True,True,True,,True
Nebraska,Cass County,2020-04-05,-0.45,,-0.63,,-0.33,0.12,,True,True,True,,True
Nebraska,Cedar County,2020-03-29,,,,,-0.19,,True,True,True,True,True,True
Nebraska,Cedar County,2020-04-05,,,,,-0.32,,True,True,True,True,True,True
Nebraska,Cherry County,2020-03-29,-0.7,,,,-0.34,,True,True,True,True,True,True
Nebraska,Cherry County,2020-04-05,-0.68,,,,-0.34,,True,True,True,True,True,True
Nebraska,Cheyenne County,2020-03-29,-0.21,-0.2,,-0.01,-0.26,,,True,True,,True,True
Nebraska,Cheyenne County,2020-04-05,-0.29,-0.2,,-0.02,-0.26,,,True,True,,True,True
Nebraska,Clay County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
Nebraska,Clay County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
Nebraska,Colfax County,2020-03-29,-0.52,-0.1,,,-0.06,,True,True,True,True,True,True
Nebraska,Colfax County,2020-04-05,-0.65,-0.08,,,-0.08,,True,True,True,True,True,True
Nebraska,Cuming County,2020-03-29,-0.29,,,,-0.24,,True,True,True,True,True,True
Nebraska,Cuming County,2020-04-05,-0.37,,,,-0.27,,True,True,True,True,True,True
Nebraska,Custer County,2020-03-29,-0.33,-0.14,,,-0.14,,,True,True,True,True,True
Nebraska,Custer County,2020-04-05,-0.49,-0.11,,,-0.16,,,True,True,True,True,True
Nebraska,Dakota County,2020-03-29,-0.1,0.07,,,-0.23,0.01,,,True,True,,True
Nebraska,Dakota County,2020-04-05,-0.19,0.49,,,-0.16,0.01,,,True,True,,True
Nebraska,Dawes County,2020-03-29,-0.26,,,,-0.3,,,True,True,True,True,True
Nebraska,Dawes County,2020-04-05,-0.38,,,,-0.28,,,True,True,True,True,True
Nebraska,Dawson County,2020-03-29,-0.19,0.03,,,-0.12,-0.02,,,True,True,,True
Nebraska,Dawson County,2020-04-05,-0.21,0.0,,,-0.19,-0.02,,,True,True,,True
Nebraska,Deuel County,2020-03-29,,,,-0.05,,,True,True,True,,True,True
Nebraska,Deuel County,2020-04-05,,,,-0.19,,,True,True,True,,True,True
Nebraska,Dixon County,2020-03-29,,,,,-0.25,,True,True,True,True,True,True
Nebraska,Dixon County,2020-04-05,,,,,-0.25,,True,True,True,True,True,True
Nebraska,Dodge County,2020-03-29,-0.21,-0.05,,-0.02,-0.22,0.13,,,True,True,,True
Nebraska,Dodge County,2020-04-05,-0.32,0.03,,-0.32,-0.23,0.16,,,True,True,,True
Nebraska,Douglas County,2020-03-29,-0.41,-0.07,0.55,-0.38,-0.3,0.09,,,,,,
Nebraska,Douglas County,2020-04-05,-0.43,-0.05,0.2,-0.43,-0.31,0.09,,,,,,
Nebraska,Fillmore County,2020-03-29,,,,,-0.2,,True,True,True,True,True,True
Nebraska,Fillmore County,2020-04-05,,,,,-0.2,,True,True,True,True,True,True
Nebraska,Gage County,2020-03-29,-0.22,0.06,,,-0.21,0.01,,,True,True,,True
Nebraska,Gage County,2020-04-05,-0.34,0.09,,,-0.19,0.01,,,True,True,,True
Nebraska,Hall County,2020-03-29,-0.35,-0.2,,-0.15,-0.26,0.12,,,True,,,True
Nebraska,Hall County,2020-04-05,-0.49,-0.27,,-0.29,-0.32,0.18,,,True,,,True
Nebraska,Hamilton County,2020-03-29,-0.58,,,-0.06,-0.22,,True,True,True,,True,True
Nebraska,Hamilton County,2020-04-05,-0.58,,,-0.13,-0.26,,True,True,True,,True,True
Nebraska,Holt County,2020-03-29,-0.2,0.06,,,-0.09,,True,,True,True,True,True
Nebraska,Holt County,2020-04-05,-0.25,-0.04,,,-0.14,,,,True,True,True,True
Nebraska,Howard County,2020-03-29,,,,,-0.21,,True,True,True,True,True,True
Nebraska,Howard County,2020-04-05,,,,,-0.29,,True,True,True,True,True,True
Nebraska,Jefferson County,2020-03-29,-0.13,,,,-0.22,,,True,True,True,True,True
Nebraska,Jefferson County,2020-04-05,-0.25,,,,-0.24,,,True,True,True,True,True
Nebraska,Kearney County,2020-03-29,,,,,-0.29,,True,True,True,True,True,True
Nebraska,Kearney County,2020-04-05,,,,,-0.31,,True,True,True,True,True,True
Nebraska,Keith County,2020-03-29,-0.31,-0.2,,0.14,-0.26,,,True,True,True,True,True
Nebraska,Keith County,2020-04-05,-0.36,-0.22,,0.07,-0.24,,,True,True,True,True,True
Nebraska,Kimball County,2020-03-29,,,,,-0.41,,True,True,True,True,True,True
Nebraska,Kimball County,2020-04-05,,,,,-0.38,,True,True,True,True,True,True
Nebraska,Knox County,2020-03-29,,,,,-0.25,,True,True,True,True,True,True
Nebraska,Knox County,2020-04-05,,,,,-0.32,,True,True,True,True,True,True
Nebraska,Lancaster County,2020-03-29,-0.39,-0.19,1.56,-0.18,-0.26,0.08,,,,,,
Nebraska,Lancaster County,2020-04-05,-0.43,-0.18,0.83,-0.26,-0.3,0.09,,,,,,
Nebraska,Lincoln County,2020-03-29,-0.29,-0.04,,-0.08,-0.14,0.14,,,True,,,True
Nebraska,Lincoln County,2020-04-05,-0.35,0.03,,-0.17,-0.21,0.15,,,True,,,True
Nebraska,Madison County,2020-03-29,-0.38,-0.07,,,-0.17,0.14,,,True,True,,True
Nebraska,Madison County,2020-04-05,-0.42,-0.18,,,-0.19,0.18,,,True,True,,True
Nebraska,Merrick County,2020-03-29,-0.55,,,,-0.24,,True,True,True,True,True,True
Nebraska,Merrick County,2020-04-05,-0.3,,,,-0.3,,True,True,True,True,True,True
Nebraska,Morrill County,2020-03-29,,,,,-0.22,,True,True,True,True,True,True
Nebraska,Morrill County,2020-04-05,,,,,-0.27,,True,True,True,True,True,True
Nebraska,Nemaha County,2020-03-29,-0.56,,,,-0.27,,True,True,True,True,True,True
Nebraska,Nemaha County,2020-04-05,-0.58,,,,-0.3,,True,True,True,True,True,True
Nebraska,Otoe County,2020-03-29,-0.08,0.03,,,-0.16,,,True,True,True,,True
Nebraska,Otoe County,2020-04-05,-0.21,0.51,,,-0.16,,,True,True,True,,True
Nebraska,Phelps County,2020-03-29,-0.2,-0.08,,,-0.3,,True,True,True,True,True,True
Nebraska,Phelps County,2020-04-05,-0.29,0.16,,,-0.29,,True,True,True,True,True,True
Nebraska,Pierce County,2020-03-29,,,,,-0.24,,True,True,True,True,True,True
Nebraska,Pierce County,2020-04-05,,,,,-0.24,,True,True,True,True,True,True
Nebraska,Platte County,2020-03-29,-0.34,-0.02,,-0.16,-0.17,0.15,,,True,True,,True
Nebraska,Platte County,2020-04-05,-0.38,0.0,,-0.27,-0.17,0.19,,,True,True,,True
Nebraska,Polk County,2020-03-29,,,,,-0.22,,True,True,True,True,True,True
Nebraska,Polk County,2020-04-05,,,,,-0.17,,True,True,True,True,True,True
Nebraska,Red Willow County,2020-03-29,-0.16,,,,-0.18,,,True,True,True,True,True
Nebraska,Red Willow County,2020-04-05,-0.24,,,,-0.38,,,True,True,True,True,True
Nebraska,Richardson County,2020-03-29,-0.24,-0.02,,,-0.13,,True,True,True,True,True,True
Nebraska,Richardson County,2020-04-05,-0.36,-0.02,,,-0.11,,True,True,True,True,True,True
Nebraska,Saline County,2020-03-29,-0.17,-0.1,,,-0.24,,,True,True,True,True,True
Nebraska,Saline County,2020-04-05,-0.23,0.14,,,-0.22,,,True,True,True,True,True
Nebraska,Sarpy County,2020-03-29,-0.36,-0.15,1.91,0.23,-0.3,0.09,,,True,,,
Nebraska,Sarpy County,2020-04-05,-0.39,-0.11,1.12,-0.01,-0.32,0.1,,,True,,,
Nebraska,Saunders County,2020-03-29,-0.29,0.18,,,-0.27,,,,True,True,,True
Nebraska,Saunders County,2020-04-05,-0.35,0.2,,,-0.27,,,,True,True,,True
Nebraska,Scotts Bluff County,2020-03-29,-0.25,-0.03,,,-0.18,0.14,,,True,True,,True
Nebraska,Scotts Bluff County,2020-04-05,-0.34,-0.01,,,-0.23,0.17,,,True,True,,True
Nebraska,Seward County,2020-03-29,-0.29,,,,-0.32,,,True,True,True,True,True
Nebraska,Seward County,2020-04-05,-0.33,,,,-0.4,,,True,True,True,True,True
Nebraska,Stanton County,2020-03-29,,,,,-0.2,,True,True,True,True,True,True
Nebraska,Stanton County,2020-04-05,,,,,-0.31,,True,True,True,True,True,True
Nebraska,Thayer County,2020-03-29,,,,,-0.19,,True,True,True,True,True,True
Nebraska,Thayer County,2020-04-05,,,,,-0.12,,True,True,True,True,True,True
Nebraska,Thurston County,2020-03-29,,,,,-0.3,,True,True,True,True,True,True
Nebraska,Thurston County,2020-04-05,,,,,-0.4,,True,True,True,True,True,True
Nebraska,Washington County,2020-03-29,-0.18,-0.09,,,-0.23,,,True,True,True,,True
Nebraska,Washington County,2020-04-05,-0.25,-0.09,,,-0.36,,,True,True,True,,True
Nebraska,Wayne County,2020-03-29,-0.53,,,,-0.26,,True,True,True,True,True,True
Nebraska,Wayne County,2020-04-05,-0.39,,,,-0.29,,True,True,True,True,True,True
Nebraska,York County,2020-03-29,-0.39,,,-0.12,-0.31,,,True,True,,,True
Nebraska,York County,2020-04-05,-0.48,,,-0.22,-0.31,,,True,True,,,True
Nepal,,2020-03-29,-0.78,-0.69,-0.55,-0.74,-0.72,0.28,,,,,,
Nepal,,2020-04-05,-0.76,-0.68,-0.54,-0.73,-0.69,0.27,,,,,,
Netherlands,,2020-03-29,-0.65,-0.29,-0.3,-0.68,-0.35,0.11,,,,,,
Netherlands,,2020-04-05,-0.54,-0.16,0.41,-0.52,-0.29,0.08,,,,,,
Netherlands,Drenthe,2020-03-29,-0.61,-0.3,-0.27,-0.58,-0.29,0.09,,,,,,
Netherlands,Drenthe,2020-04-05,-0.42,-0.15,0.21,-0.33,-0.22,0.07,,,,,,
Netherlands,Flevoland,2020-03-29,-0.56,-0.25,-0.05,-0.63,-0.34,0.1,,,,,,
Netherlands,Flevoland,2020-04-05,-0.42,-0.15,0.99,-0.46,-0.31,0.08,,,,,,
Netherlands,Friesland,2020-03-29,-0.57,-0.28,-0.11,-0.51,-0.28,0.09,,,,,,
Netherlands,Friesland,2020-04-05,-0.44,-0.15,0.83,-0.27,-0.24,0.06,,,,,,
Netherlands,Gelderland,2020-03-29,-0.66,-0.28,-0.29,-0.62,-0.33,0.1,,,,,,
Netherlands,Gelderland,2020-04-05,-0.51,-0.14,0.42,-0.4,-0.27,0.08,,,,,,
Netherlands,Groningen,2020-03-29,-0.65,-0.31,0.02,-0.63,-0.33,0.1,,,,,,
Netherlands,Groningen,2020-04-05,-0.56,-0.21,1.08,-0.45,-0.26,0.07,,,,,,
Netherlands,Limburg,2020-03-29,-0.76,-0.34,-0.59,-0.65,-0.38,0.12,,,,,,
Netherlands,Limburg,2020-04-05,-0.66,-0.15,0.18,-0.38,-0.31,0.09,,,,,,
Netherlands,North Brabant,2020-03-29,-0.68,-0.28,-0.33,-0.71,-0.34,0.12,,,,,,
Netherlands,North Brabant,2020-04-05,-0.57,-0.13,0.4,-0.56,-0.28,0.09,,,,,,
Netherlands,North Holland,2020-03-29,-0.66,-0.31,-0.35,-0.78,-0.4,0.12,,,,,,
Netherlands,North Holland,2020-04-05,-0.58,-0.21,0.27,-0.71,-0.35,0.09,,,,,,
Netherlands,Overijssel,2020-03-29,-0.67,-0.29,-0.25,-0.66,-0.34,0.11,,,,,,
Netherlands,Overijssel,2020-04-05,-0.56,-0.14,0.54,-0.48,-0.27,0.08,,,,,,
Netherlands,South Holland,2020-03-29,-0.6,-0.26,-0.22,-0.64,-0.35,0.11,,,,,,
Netherlands,South Holland,2020-04-05,-0.5,-0.14,0.54,-0.46,-0.28,0.08,,,,,,
Netherlands,Utrecht,2020-03-29,-0.6,-0.32,-0.17,-0.7,-0.36,0.11,,,,,,
Netherlands,Utrecht,2020-04-05,-0.5,-0.2,0.55,-0.58,-0.31,0.09,,,,,,
Netherlands,Zeeland,2020-03-29,-0.69,-0.4,-0.46,-0.57,-0.31,0.1,,,,,,
Netherlands,Zeeland,2020-04-05,-0.58,-0.27,-0.05,-0.32,-0.28,0.08,,,,,,
Nevada,,2020-03-29,-0.47,-0.23,-0.38,-0.62,-0.52,0.14,,,,,,
Nevada,,2020-04-05,-0.49,-0.22,-0.46,-0.64,-0.55,0.15,,,,,,
Nevada,Carson City,2020-03-29,-0.36,-0.13,-0.03,,-0.35,0.18,,,True,True,,True
Nevada,Carson City,2020-04-05,-0.45,-0.17,-0.26,,-0.44,0.19,,,True,True,,True
Nevada,Churchill County,2020-03-29,-0.27,-0.11,,,-0.28,0.05,,,True,True,,True
Nevada,Churchill County,2020-04-05,-0.32,-0.15,,,-0.37,0.05,,,True,True,,True
Nevada,Clark County,2020-03-29,-0.48,-0.26,-0.47,-0.66,-0.56,0.15,,,,,,
Nevada,Clark County,2020-04-05,-0.49,-0.24,-0.5,-0.67,-0.58,0.16,,,,,,
Nevada,Douglas County,2020-03-29,-0.58,-0.35,-0.35,,-0.47,0.18,,,,True,,True
Nevada,Douglas County,2020-04-05,-0.66,-0.42,-0.78,,-0.52,0.19,,,,True,,True
Nevada,Elko County,2020-03-29,-0.4,0.1,0.07,-0.11,-0.35,0.17,,,True,,,True
Nevada,Elko County,2020-04-05,-0.43,0.0,0.07,-0.14,-0.39,0.15,,,True,,,True
Nevada,Humboldt County,2020-03-29,-0.46,-0.01,,-0.4,-0.2,,,,True,,,True
Nevada,Humboldt County,2020-04-05,-0.49,0.02,,-0.55,-0.23,,,,True,,,True
Nevada,Lander County,2020-03-29,-0.59,-0.12,,,-0.41,,True,True,True,True,True,True
Nevada,Lander County,2020-04-05,-0.57,-0.14,,,-0.41,,True,True,True,True,True,True
Nevada,Lyon County,2020-03-29,-0.14,-0.05,,-0.1,-0.27,0.15,,,True,,,True
Nevada,Lyon County,2020-04-05,-0.3,-0.05,,-0.22,-0.34,0.16,,,True,,,True
Nevada,Mineral County,2020-03-29,,,,-0.29,,,True,True,True,True,True,True
Nevada,Mineral County,2020-04-05,,,,-0.2,,,True,True,True,True,True,True
Nevada,Nye County,2020-03-29,-0.26,-0.15,-0.52,-0.2,-0.4,0.13,,,True,True,,True
Nevada,Nye County,2020-04-05,-0.3,-0.19,-0.64,-0.22,-0.4,0.13,,,True,True,,True
Nevada,Pershing County,2020-03-29,,,,0.06,-0.32,,True,True,True,True,True,True
Nevada,Pershing County,2020-04-05,,,,-0.13,-0.3,,True,True,True,True,True,True
Nevada,Storey County,2020-03-29,-0.73,,,,-0.38,,True,True,True,True,True,True
Nevada,Storey County,2020-04-05,-0.67,,,,-0.43,,True,True,True,True,True,True
